Date,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
21:00:00 22-11-2023,5,3097.53,33.53,61.01,0.0,52.45,137.67,180.98,21.79
22:00:00 22-11-2023,5,3257.75,43.81,46.61,0.0,53.88,145.56,193.08,23.81
23:00:00 22-11-2023,5,3471.37,54.99,38.73,0.0,53.88,153.95,204.94,24.32
00:00:00 23-11-2023,5,3524.78,64.37,33.93,0.0,49.11,152.86,203.29,22.04
01:00:00 23-11-2023,5,3471.37,68.84,31.87,0.0,46.73,151.96,201.93,22.8
02:00:00 23-11-2023,5,3337.86,68.84,30.16,0.0,44.82,153.86,202.44,24.32
03:00:00 23-11-2023,5,3257.75,71.53,28.45,0.0,44.82,161.42,207.63,25.08
04:00:00 23-11-2023,5,3364.56,78.68,27.08,0.0,47.68,177.63,220.06,26.09
05:00:00 23-11-2023,5,3631.59,92.98,26.73,0.0,53.41,202.7,242.75,27.61
06:00:00 23-11-2023,5,4058.84,109.08,26.05,0.0,58.65,232.97,272.15,28.88
07:00:00 23-11-2023,5,5073.55,132.32,25.36,0.03,69.62,283.85,329.7,35.46
08:00:00 23-11-2023,5,6835.94,173.45,31.19,0.17,86.78,349.69,408.05,39.01
09:00:00 23-11-2023,5,7797.24,194.91,40.1,0.39,96.32,380.18,445.58,33.94
10:00:00 23-11-2023,5,6675.72,175.24,50.04,0.86,107.77,339.17,399.98,29.64
11:00:00 23-11-2023,5,2349.85,63.48,71.29,4.11,103.95,151.97,181.0,13.05
12:00:00 23-11-2023,5,1602.17,23.25,77.46,8.76,79.15,109.74,131.12,11.27
13:00:00 23-11-2023,5,1482.01,13.97,82.25,10.28,75.34,102.04,121.8,11.65
14:00:00 23-11-2023,5,1361.85,4.25,76.77,6.97,61.99,91.9,109.13,11.15
15:00:00 23-11-2023,5,1281.74,2.18,69.23,6.62,57.22,84.44,99.37,11.53
16:00:00 23-11-2023,5,1295.09,2.57,67.17,4.38,56.27,83.12,97.09,12.29
17:00:00 23-11-2023,5,1815.8,17.88,69.23,0.25,64.85,97.17,112.9,16.47
18:00:00 23-11-2023,5,2723.69,44.26,68.55,0.0,71.53,125.29,145.06,20.27
19:00:00 23-11-2023,5,3311.16,60.8,64.43,0.0,70.57,151.47,175.38,20.77
20:00:00 23-11-2023,5,4539.49,85.83,64.43,0.0,72.48,209.42,244.17,23.31
21:00:00 23-11-2023,5,6248.47,125.17,66.49,0.0,80.11,295.53,343.29,26.09
22:00:00 23-11-2023,5,7690.43,164.51,68.55,0.0,87.74,380.24,437.75,29.13
23:00:00 23-11-2023,5,8331.3,189.54,72.66,0.0,87.74,426.1,490.61,29.64
00:00:00 24-11-2023,5,8010.86,194.91,74.71,0.0,79.15,417.5,477.41,24.83
01:00:00 24-11-2023,5,7263.18,184.18,75.4,0.0,70.57,391.6,441.26,22.55
02:00:00 24-11-2023,5,6301.88,164.51,71.97,0.0,57.22,368.63,409.87,19.76
03:00:00 24-11-2023,5,5500.79,137.69,67.17,0.0,45.78,347.46,380.27,15.83
04:00:00 24-11-2023,5,4646.3,105.5,62.38,0.0,38.15,312.42,339.59,12.79
05:00:00 24-11-2023,5,3231.05,65.27,56.21,0.0,37.19,224.8,246.78,9.37
06:00:00 24-11-2023,5,2243.04,49.62,41.81,0.0,40.05,150.45,169.73,10.01
07:00:00 24-11-2023,5,2109.53,53.64,33.24,0.16,49.59,119.84,141.06,14.31
08:00:00 24-11-2023,5,2750.4,75.1,33.93,0.54,67.71,123.02,148.05,19.0
09:00:00 24-11-2023,5,3364.56,96.56,41.47,1.26,86.78,132.84,161.05,22.04
10:00:00 24-11-2023,5,3417.97,103.71,55.52,2.7,108.72,137.12,166.79,23.56
11:00:00 24-11-2023,5,2643.59,81.36,78.14,6.08,129.7,123.15,148.95,19.25
12:00:00 24-11-2023,5,2243.04,60.8,100.08,11.44,137.33,124.16,148.74,16.97
13:00:00 24-11-2023,5,2002.72,37.55,113.79,22.53,131.61,126.11,149.15,14.44
14:00:00 24-11-2023,5,1361.85,9.72,85.0,51.5,81.06,87.86,103.88,9.63
15:00:00 24-11-2023,4,1054.76,3.74,63.75,63.66,55.79,57.54,69.66,8.99
16:00:00 24-11-2023,3,961.3,2.26,56.21,57.94,47.68,41.05,51.2,8.87
17:00:00 24-11-2023,3,1148.22,1.49,63.75,31.47,46.73,34.96,45.33,10.13
18:00:00 24-11-2023,3,1495.36,4.36,67.86,4.25,43.39,37.08,49.91,12.03
19:00:00 24-11-2023,3,1668.93,9.95,56.89,0.42,37.19,41.89,57.24,12.92
20:00:00 24-11-2023,3,1789.09,12.52,52.78,0.17,35.76,49.91,66.64,12.54
21:00:00 24-11-2023,3,1682.28,10.73,50.04,0.27,33.38,49.71,65.32,10.89
22:00:00 24-11-2023,3,1401.9,6.98,45.93,0.85,30.52,43.18,56.77,9.37
23:00:00 24-11-2023,3,1134.87,4.41,41.81,1.83,27.89,34.23,44.65,7.73
00:00:00 25-11-2023,3,921.25,3.1,39.41,2.86,25.75,25.91,33.19,6.08
01:00:00 25-11-2023,2,727.65,0.98,34.62,7.69,22.17,19.6,24.53,5.13
02:00:00 25-11-2023,2,600.81,0.27,29.47,13.77,18.84,16.45,20.47,4.94
03:00:00 25-11-2023,2,567.44,0.27,28.45,13.95,17.88,16.16,20.32,5.32
04:00:00 25-11-2023,2,580.79,0.55,29.82,10.1,18.12,17.31,21.87,5.76
05:00:00 25-11-2023,2,620.84,1.61,31.19,4.92,20.03,19.16,24.26,6.08
06:00:00 25-11-2023,2,680.92,4.58,30.5,1.31,21.7,21.06,26.83,6.71
07:00:00 25-11-2023,3,894.55,11.18,28.1,0.86,24.8,27.33,35.46,8.74
08:00:00 25-11-2023,3,1321.79,23.92,27.08,3.53,33.86,37.48,49.49,11.65
09:00:00 25-11-2023,3,1628.88,33.53,32.56,6.44,47.68,45.7,60.83,14.44
10:00:00 25-11-2023,3,1655.58,33.97,43.53,12.52,62.94,49.34,65.46,16.21
11:00:00 25-11-2023,3,1161.58,19.45,49.35,33.97,65.8,38.92,50.78,12.16
12:00:00 25-11-2023,3,1054.76,13.86,54.84,63.66,73.43,44.37,55.18,11.27
13:00:00 25-11-2023,4,1148.22,12.07,65.8,101.57,92.51,69.94,80.92,11.15
14:00:00 25-11-2023,4,1001.36,2.24,67.17,94.41,74.39,62.2,70.87,9.5
15:00:00 25-11-2023,3,841.14,0.39,59.63,72.24,56.27,44.85,51.7,8.11
16:00:00 25-11-2023,3,794.41,0.12,54.84,60.8,49.59,37.9,44.16,7.98
17:00:00 25-11-2023,3,1308.44,0.25,76.09,29.68,58.17,48.65,58.01,13.17
18:00:00 25-11-2023,4,2056.12,8.16,91.85,1.63,61.99,68.76,82.51,17.99
19:00:00 25-11-2023,5,2323.15,19.67,75.4,0.02,52.93,80.8,97.21,17.73
20:00:00 25-11-2023,5,2456.67,27.27,62.38,0.0,47.68,92.69,110.93,17.23
21:00:00 25-11-2023,5,2376.56,29.5,52.09,0.0,41.01,95.88,114.54,15.45
22:00:00 25-11-2023,5,2162.93,26.38,42.84,0.0,33.38,90.32,107.97,13.55
23:00:00 25-11-2023,5,2056.12,24.81,35.64,0.0,27.89,85.96,103.8,13.55
00:00:00 26-11-2023,5,2082.82,28.61,31.19,0.0,25.75,85.24,101.46,14.19
01:00:00 26-11-2023,5,2162.93,34.42,29.13,0.0,28.85,91.38,106.69,17.48
02:00:00 26-11-2023,5,2136.23,35.76,27.08,0.0,30.28,94.95,109.73,21.28
03:00:00 26-11-2023,5,1976.01,32.19,25.02,0.0,26.7,90.93,104.28,18.24
04:00:00 26-11-2023,5,1842.5,28.61,23.65,0.0,24.32,85.41,97.09,14.57
05:00:00 26-11-2023,5,1762.39,27.72,22.28,0.0,24.08,80.4,91.22,11.91
06:00:00 26-11-2023,5,1695.63,28.61,20.05,0.0,25.27,75.45,86.85,11.65
07:00:00 26-11-2023,5,1842.5,33.53,18.85,0.15,30.99,76.59,91.21,14.44
08:00:00 26-11-2023,5,2323.15,50.07,21.25,0.49,45.3,87.8,107.24,17.23
09:00:00 26-11-2023,5,2803.8,67.95,27.76,0.66,61.99,100.74,124.57,18.49
10:00:00 26-11-2023,5,2830.51,70.63,40.1,2.28,77.25,102.47,127.94,19.76
11:00:00 26-11-2023,3,961.3,6.76,48.67,21.99,49.11,32.67,41.2,6.9
12:00:00 26-11-2023,2,634.19,0.47,33.93,39.34,34.33,17.2,22.71,4.94
13:00:00 26-11-2023,2,567.44,0.19,28.1,45.06,30.04,13.63,18.64,4.62
14:00:00 26-11-2023,2,554.08,0.08,28.45,43.99,29.8,12.01,16.25,4.62
15:00:00 26-11-2023,2,594.14,0.06,33.93,38.98,33.86,13.09,17.43,5.19
16:00:00 26-11-2023,2,634.19,0.09,37.7,35.76,35.76,14.33,19.12,5.76
17:00:00 26-11-2023,3,1148.22,2.63,59.63,12.7,45.78,25.96,34.7,10.64
18:00:00 26-11-2023,3,2029.42,22.13,70.6,0.08,60.56,49.84,63.81,15.45
19:00:00 26-11-2023,5,2803.8,48.28,74.03,0.0,73.43,80.52,99.27,16.97
20:00:00 26-11-2023,5,3898.62,72.42,78.14,0.0,74.39,130.03,159.73,21.03
21:00:00 26-11-2023,5,4966.74,92.09,78.14,0.0,73.43,186.17,229.16,28.88
22:00:00 26-11-2023,5,5447.39,101.03,75.4,0.0,78.2,224.98,275.9,42.56
23:00:00 26-11-2023,5,5287.17,96.56,69.92,0.0,74.39,229.41,274.28,48.64
00:00:00 27-11-2023,5,4486.08,79.57,58.95,0.0,47.68,190.93,223.69,29.64
01:00:00 27-11-2023,5,3631.59,60.8,48.67,0.0,32.9,146.29,169.05,16.97
02:00:00 27-11-2023,5,2243.04,30.4,38.04,0.0,22.89,85.07,97.97,9.88
03:00:00 27-11-2023,4,1789.09,22.58,29.47,0.0,21.46,65.5,76.19,10.51
04:00:00 27-11-2023,4,1668.93,24.59,24.68,0.0,24.56,64.01,75.51,12.54
05:00:00 27-11-2023,4,1708.98,31.74,22.28,0.0,30.52,69.13,82.58,14.31
06:00:00 27-11-2023,4,1762.39,39.34,20.56,0.0,37.19,73.24,89.0,15.2
07:00:00 27-11-2023,5,2109.53,50.51,20.91,0.2,48.16,85.41,107.21,18.49
08:00:00 27-11-2023,5,2857.21,78.68,26.73,0.88,74.39,111.5,138.89,22.29
09:00:00 27-11-2023,5,3631.59,109.97,38.04,1.4,102.04,141.08,173.84,24.83
10:00:00 27-11-2023,5,3631.59,116.23,53.47,2.68,125.89,145.17,179.38,26.09
11:00:00 27-11-2023,4,1562.12,37.1,63.75,19.31,91.55,64.72,80.41,12.29
12:00:00 27-11-2023,3,1054.76,11.96,58.26,49.35,70.57,45.21,56.21,9.37
13:00:00 27-11-2023,3,921.25,6.26,52.78,75.82,64.85,41.96,51.8,8.74
14:00:00 27-11-2023,3,794.41,3.63,47.3,87.98,55.31,35.98,44.4,7.98
15:00:00 27-11-2023,3,707.63,2.37,44.55,80.11,48.16,27.67,34.68,7.47
16:00:00 27-11-2023,2,674.25,1.65,42.5,66.52,43.87,21.25,27.48,7.22
17:00:00 27-11-2023,3,1815.8,6.59,71.97,19.49,53.41,42.41,55.68,17.23
18:00:00 27-11-2023,5,3471.37,41.57,75.4,0.07,63.9,81.4,106.59,30.15
19:00:00 27-11-2023,5,4432.68,68.84,65.8,0.0,65.8,118.52,155.38,40.53
20:00:00 27-11-2023,5,5073.55,84.94,61.69,0.0,69.62,160.69,207.82,48.64
21:00:00 27-11-2023,5,4806.52,78.68,55.52,0.0,64.85,165.33,212.53,47.12
22:00:00 27-11-2023,5,3524.78,53.64,47.3,0.0,51.98,125.98,162.07,37.49
23:00:00 27-11-2023,3,1295.09,8.27,45.24,1.22,35.29,39.87,53.82,16.09
00:00:00 28-11-2023,2,827.79,1.75,40.44,5.72,29.8,23.09,32.61,11.91
01:00:00 28-11-2023,2,654.22,0.64,37.01,10.46,27.89,17.99,26.36,11.02
02:00:00 28-11-2023,2,594.14,0.38,34.62,13.05,25.99,17.17,25.81,11.78
03:00:00 28-11-2023,2,607.49,0.5,34.27,11.62,25.03,19.29,29.01,13.05
04:00:00 28-11-2023,2,640.87,1.17,34.96,7.24,25.99,22.18,33.18,13.68
05:00:00 28-11-2023,2,687.6,3.58,34.27,2.46,27.89,24.91,37.05,13.55
06:00:00 28-11-2023,3,781.06,9.72,31.53,0.35,30.99,28.82,42.48,14.06
07:00:00 28-11-2023,3,1174.93,21.9,29.47,0.35,38.62,42.32,60.58,17.48
08:00:00 28-11-2023,4,1895.9,42.02,31.19,1.99,53.41,62.87,87.23,22.04
09:00:00 28-11-2023,5,2510.07,59.9,38.39,4.96,70.57,80.42,109.98,26.35
10:00:00 28-11-2023,5,2696.99,64.37,58.26,14.66,97.27,95.35,128.14,28.63
11:00:00 28-11-2023,4,1575.47,23.92,85.0,39.34,107.77,73.68,95.97,16.21
12:00:00 28-11-2023,5,1428.6,11.29,87.05,76.53,111.58,84.62,105.82,13.81
13:00:00 28-11-2023,5,1295.09,4.86,67.86,141.62,97.27,93.59,115.08,12.03
14:00:00 28-11-2023,4,947.95,2.01,40.78,158.79,63.9,71.25,88.0,8.74
15:00:00 28-11-2023,4,801.09,1.66,35.3,140.19,50.07,53.51,66.42,7.66
16:00:00 28-11-2023,3,741.0,1.31,34.27,120.16,42.44,42.86,53.81,7.22
17:00:00 28-11-2023,4,2002.72,2.93,75.4,49.35,51.98,64.84,83.2,17.73
18:00:00 28-11-2023,5,4165.65,31.29,105.56,0.46,70.57,119.9,152.35,32.93
19:00:00 28-11-2023,5,5393.98,65.27,97.33,0.0,73.43,175.18,221.3,43.06
20:00:00 28-11-2023,5,6195.07,86.72,90.48,0.0,75.34,234.14,294.39,44.08
21:00:00 28-11-2023,5,7370.0,116.23,87.05,0.0,82.02,306.54,378.69,40.53
22:00:00 28-11-2023,5,8438.11,139.47,86.37,0.0,83.92,359.78,439.2,33.94
23:00:00 28-11-2023,5,7370.0,118.02,81.57,0.0,69.62,302.53,370.37,23.81
00:00:00 29-11-2023,5,5287.17,84.04,67.17,0.0,51.02,204.31,255.18,15.58
01:00:00 29-11-2023,5,3284.45,55.88,49.35,0.0,38.62,125.54,161.38,11.65
02:00:00 29-11-2023,4,1895.9,35.76,37.01,0.0,32.42,74.43,97.88,9.63
03:00:00 29-11-2023,4,1201.63,25.48,30.5,0.0,30.99,50.27,66.6,8.87
04:00:00 29-11-2023,3,921.25,20.79,28.45,0.01,31.47,39.98,53.12,8.61
05:00:00 29-11-2023,3,827.79,18.78,27.76,0.02,32.42,36.03,47.85,8.49
06:00:00 29-11-2023,3,894.55,21.46,27.42,0.01,35.76,38.51,50.68,9.37
07:00:00 29-11-2023,4,1335.14,33.08,27.42,0.55,44.82,54.72,71.23,13.43
08:00:00 29-11-2023,5,2189.64,54.99,30.5,4.74,60.08,80.4,103.63,18.49
09:00:00 29-11-2023,5,2830.51,63.48,48.67,13.05,76.29,101.53,129.72,22.55
10:00:00 29-11-2023,5,2883.91,48.28,83.63,38.27,97.27,124.34,154.87,24.07
11:00:00 29-11-2023,4,1388.55,13.41,72.66,65.8,84.88,70.28,85.52,12.41
12:00:00 29-11-2023,4,1028.06,6.26,54.15,82.97,69.62,51.86,63.21,9.5
13:00:00 29-11-2023,3,794.41,3.63,36.67,100.14,51.5,39.56,48.81,7.35
14:00:00 29-11-2023,2,627.52,2.35,27.76,92.98,36.72,24.26,30.08,5.76
15:00:00 29-11-2023,2,640.87,2.24,33.24,74.39,39.58,19.68,24.46,6.02
16:00:00 29-11-2023,2,694.27,1.49,41.81,57.94,44.82,19.08,23.93,6.84
17:00:00 29-11-2023,3,1869.2,9.61,76.77,13.95,65.8,43.98,55.33,16.72
18:00:00 29-11-2023,5,4112.24,57.22,87.74,0.05,89.65,101.82,125.05,29.39
19:00:00 29-11-2023,5,5767.82,101.92,83.63,0.0,100.14,168.69,204.71,35.97
20:00:00 29-11-2023,5,7049.56,132.32,79.51,0.0,105.86,237.52,285.18,42.05
21:00:00 29-11-2023,5,7583.62,148.42,72.66,0.0,99.18,281.73,337.29,40.02
22:00:00 29-11-2023,5,7263.18,141.26,63.75,0.0,82.97,287.83,347.58,35.46
23:00:00 29-11-2023,5,6141.66,118.02,56.21,0.0,64.85,249.95,307.84,29.89
00:00:00 30-11-2023,5,5020.14,98.35,50.72,0.0,50.54,201.98,252.41,22.04
01:00:00 30-11-2023,5,4379.27,86.72,47.98,0.0,44.82,175.48,218.92,18.75
02:00:00 30-11-2023,5,3738.4,69.74,44.55,0.0,38.62,150.69,187.62,17.23
03:00:00 30-11-2023,5,3337.86,59.9,39.41,0.0,34.81,137.68,170.42,17.48
04:00:00 30-11-2023,5,3204.35,58.11,33.93,0.0,35.76,135.38,165.33,18.24
05:00:00 30-11-2023,5,3097.53,60.8,29.82,0.0,39.1,133.54,158.12,18.49
06:00:00 30-11-2023,5,2937.32,62.58,26.05,0.0,40.53,125.96,149.38,16.97
07:00:00 30-11-2023,5,3070.83,68.84,23.99,0.31,48.64,128.44,156.76,17.99
08:00:00 30-11-2023,5,2723.69,72.42,29.13,0.76,68.66,105.04,130.85,16.47
09:00:00 30-11-2023,5,2883.91,84.04,35.64,1.31,89.65,105.55,134.43,19.0
10:00:00 30-11-2023,5,3044.13,92.09,49.35,2.5,110.63,113.25,146.63,23.31
11:00:00 30-11-2023,4,1388.55,25.26,66.49,4.43,83.92,51.02,65.88,11.65
12:00:00 30-11-2023,3,1054.76,9.61,68.55,2.15,74.39,34.9,45.46,9.5
13:00:00 30-11-2023,3,921.25,6.26,60.32,2.57,63.9,26.94,36.21,8.49
14:00:00 30-11-2023,2,934.6,10.62,56.21,1.24,68.66,24.21,32.36,8.61
15:00:00 30-11-2023,3,1174.93,28.39,54.15,0.6,84.88,30.98,39.69,10.26
16:00:00 30-11-2023,3,1401.9,41.57,55.52,0.39,93.46,37.79,47.18,10.51
17:00:00 30-11-2023,4,2429.96,69.74,60.32,0.12,98.23,64.57,80.26,14.44
18:00:00 30-11-2023,5,4112.24,112.65,65.8,0.0,107.77,114.04,141.14,20.52
19:00:00 30-11-2023,5,5393.98,143.05,67.86,0.0,112.53,171.36,211.04,27.87
20:00:00 30-11-2023,5,6462.1,160.93,67.86,0.0,110.63,234.43,289.02,37.49
21:00:00 30-11-2023,5,7370.0,171.66,64.43,0.0,103.95,293.55,362.57,43.57
22:00:00 30-11-2023,5,7476.81,168.09,58.26,0.0,94.41,319.48,396.88,46.1
23:00:00 30-11-2023,5,6782.53,151.99,50.04,0.0,78.2,298.78,365.93,41.54
00:00:00 01-12-2023,5,5661.01,128.75,42.5,0.0,56.74,246.02,294.09,29.64
01:00:00 01-12-2023,5,4699.71,109.08,34.62,0.0,42.44,199.75,233.37,22.29
02:00:00 01-12-2023,5,3791.81,84.94,26.73,0.0,29.8,157.48,177.82,17.23
03:00:00 01-12-2023,5,3017.43,61.69,20.91,0.0,22.41,121.27,132.87,13.05
04:00:00 01-12-2023,5,2456.67,46.04,17.82,0.0,19.55,96.76,104.39,10.26
05:00:00 01-12-2023,4,1588.82,24.59,20.05,0.0,19.55,58.44,63.65,7.6
06:00:00 01-12-2023,3,1241.68,17.43,20.56,0.01,21.46,43.58,49.6,7.6
07:00:00 01-12-2023,3,1268.39,19.45,20.56,0.51,25.99,42.74,51.66,9.63
08:00:00 01-12-2023,3,1482.01,28.61,22.62,1.63,35.29,44.84,56.52,10.64
09:00:00 01-12-2023,3,1628.88,35.76,27.08,1.81,44.35,45.33,59.1,11.65
10:00:00 01-12-2023,3,1535.42,37.1,31.87,1.41,53.41,41.7,55.7,12.54
11:00:00 01-12-2023,2,660.9,6.03,30.16,15.91,29.8,14.07,19.56,5.7
12:00:00 01-12-2023,2,567.44,3.41,28.45,24.32,29.56,10.78,15.0,5.07
13:00:00 01-12-2023,2,554.08,3.24,26.73,30.04,29.33,10.02,13.95,4.88
14:00:00 01-12-2023,2,520.71,2.18,26.39,31.11,28.37,8.56,12.2,4.69
15:00:00 01-12-2023,2,534.06,1.56,31.19,25.03,32.9,8.5,12.16,5.0
16:00:00 01-12-2023,2,587.46,0.86,37.01,18.42,37.67,9.28,13.45,5.64
17:00:00 01-12-2023,3,1455.31,15.42,55.52,2.21,55.79,26.66,37.64,14.06
18:00:00 01-12-2023,4,2670.29,47.83,59.63,0.02,69.62,56.9,78.13,24.57
19:00:00 01-12-2023,4,2937.32,55.43,54.15,0.0,61.04,74.35,102.83,27.11
20:00:00 01-12-2023,5,3150.94,55.88,46.61,0.0,52.45,97.88,134.45,25.08
21:00:00 01-12-2023,5,3738.4,66.16,41.47,0.0,52.93,134.97,181.23,25.08
22:00:00 01-12-2023,5,4165.65,75.1,38.04,0.0,54.36,167.61,222.2,26.09
23:00:00 01-12-2023,5,4325.87,80.47,35.3,0.0,51.5,179.64,236.35,25.33
00:00:00 02-12-2023,5,4219.06,85.83,32.9,0.0,45.3,175.79,228.33,19.76
01:00:00 02-12-2023,5,4005.43,85.83,30.5,0.0,35.76,170.5,217.24,15.45
02:00:00 02-12-2023,5,3231.05,67.06,26.73,0.0,23.84,141.53,177.63,13.05
03:00:00 02-12-2023,5,2590.18,47.83,24.68,0.0,18.84,112.45,139.65,12.29
04:00:00 02-12-2023,5,2243.04,38.0,24.33,0.0,18.12,95.93,117.38,12.03
05:00:00 02-12-2023,5,2056.12,33.08,24.33,0.0,19.55,85.48,103.58,11.78
06:00:00 02-12-2023,5,1949.31,31.29,23.65,0.0,22.41,77.15,95.45,12.16
07:00:00 02-12-2023,5,2082.82,36.66,22.62,0.37,29.33,78.65,99.26,14.95
08:00:00 02-12-2023,5,2563.48,55.88,24.33,0.94,46.25,90.99,115.09,18.24
09:00:00 02-12-2023,5,3044.13,78.68,30.16,1.97,66.76,105.89,133.03,21.03
10:00:00 02-12-2023,5,3097.53,87.62,43.87,4.02,89.65,112.17,140.27,23.31
11:00:00 02-12-2023,5,1842.5,50.96,63.75,12.16,99.18,82.26,100.44,14.19
12:00:00 02-12-2023,5,1602.17,31.74,85.68,23.25,105.86,91.69,107.16,11.27
13:00:00 02-12-2023,5,1762.39,25.26,106.93,30.4,117.3,113.03,128.92,11.02
14:00:00 02-12-2023,5,1602.17,13.52,105.56,34.33,99.18,103.66,116.68,9.37
15:00:00 02-12-2023,5,1308.44,6.2,90.48,34.69,76.29,77.65,87.5,8.23
16:00:00 02-12-2023,4,1094.82,2.74,76.77,32.54,62.94,57.05,64.66,7.47
17:00:00 02-12-2023,4,1708.98,7.1,86.37,8.94,62.94,66.36,77.75,12.67
18:00:00 02-12-2023,5,2857.21,32.19,89.11,0.04,65.8,98.07,117.95,18.24
19:00:00 02-12-2023,5,3524.78,51.41,80.2,0.0,61.99,124.0,152.45,20.77
20:00:00 02-12-2023,5,4005.43,63.48,67.86,0.0,61.99,145.81,181.17,22.55
21:00:00 02-12-2023,5,4486.08,70.63,65.12,0.0,64.85,167.32,206.97,20.27
22:00:00 02-12-2023,5,4646.3,65.27,78.14,0.0,63.9,183.9,227.16,16.72
23:00:00 02-12-2023,5,3791.81,42.47,89.11,0.0,52.45,162.73,199.78,12.03
00:00:00 03-12-2023,5,3524.78,35.76,87.74,0.0,40.05,161.49,192.59,9.75
01:00:00 03-12-2023,5,3471.37,34.87,85.68,0.0,35.29,171.86,199.84,10.01
02:00:00 03-12-2023,5,3471.37,34.87,84.31,0.0,33.38,194.89,219.6,12.41
03:00:00 03-12-2023,5,3471.37,36.21,78.83,0.0,35.29,212.9,236.28,17.48
04:00:00 03-12-2023,5,3471.37,42.47,74.03,0.0,44.82,228.35,251.64,25.33
05:00:00 03-12-2023,5,3578.19,53.64,72.66,0.0,61.04,244.96,268.7,33.44
06:00:00 03-12-2023,5,3631.59,63.48,67.17,0.0,64.85,255.18,278.64,30.4
07:00:00 03-12-2023,5,3738.4,69.74,61.69,0.28,64.85,262.05,285.92,25.08
08:00:00 03-12-2023,5,3952.03,83.15,66.49,2.82,79.15,273.15,298.69,21.53
09:00:00 03-12-2023,5,4592.9,95.67,95.96,9.66,106.81,314.0,345.21,21.03
10:00:00 03-12-2023,5,4913.33,78.68,167.25,32.9,152.59,386.16,421.2,19.25
11:00:00 03-12-2023,5,2857.21,28.39,150.8,103.0,148.77,293.02,315.38,6.08
12:00:00 03-12-2023,5,2162.93,10.62,101.45,183.11,120.16,256.63,274.93,4.43
13:00:00 03-12-2023,5,1735.69,4.02,57.58,248.91,90.6,236.2,253.97,4.88
14:00:00 03-12-2023,5,1268.39,1.13,37.36,231.74,63.9,171.66,187.48,6.59
15:00:00 03-12-2023,5,1081.47,0.75,39.41,174.52,58.17,123.98,138.16,7.35
16:00:00 03-12-2023,5,988.01,0.5,42.5,131.61,54.84,93.1,106.06,7.6
17:00:00 03-12-2023,5,1789.09,0.25,72.66,77.96,62.94,106.28,123.57,14.31
18:00:00 03-12-2023,5,3124.24,0.72,116.53,21.1,73.43,144.48,167.98,20.77
19:00:00 03-12-2023,5,4112.24,13.86,131.61,0.26,77.25,176.05,204.78,22.8
20:00:00 03-12-2023,5,4966.74,34.42,123.38,0.0,78.2,208.54,245.07,25.08
21:00:00 03-12-2023,5,5500.79,53.64,105.56,0.0,73.43,231.6,276.46,25.84
22:00:00 03-12-2023,5,5554.2,67.95,81.57,0.0,63.9,239.46,289.87,24.83
23:00:00 03-12-2023,5,5126.95,73.31,60.32,0.0,62.94,220.48,273.16,32.93
00:00:00 04-12-2023,5,4592.9,75.1,50.72,0.0,70.57,197.41,249.62,45.09
01:00:00 04-12-2023,5,4539.49,83.15,49.35,0.0,84.88,200.22,254.33,56.74
02:00:00 04-12-2023,5,4646.3,87.62,50.72,0.0,93.46,219.38,274.44,65.86
03:00:00 04-12-2023,5,4753.11,87.62,52.78,0.0,93.46,247.02,298.35,68.9
04:00:00 04-12-2023,5,4859.92,84.04,52.09,0.0,81.06,274.84,317.79,61.81
05:00:00 04-12-2023,5,4859.92,78.68,47.3,0.0,51.98,298.44,332.55,31.92
06:00:00 04-12-2023,5,4699.71,73.31,40.1,0.0,42.92,301.83,331.32,23.05
07:00:00 04-12-2023,5,4913.33,76.89,33.93,0.06,49.59,307.55,339.9,27.11
08:00:00 04-12-2023,5,5340.58,91.2,37.7,0.32,63.9,310.78,347.95,28.88
09:00:00 04-12-2023,5,5661.01,101.03,44.55,0.59,73.43,301.9,344.72,27.36
10:00:00 04-12-2023,5,5126.95,86.72,57.58,1.32,76.29,257.49,301.27,27.36
11:00:00 04-12-2023,4,1161.58,9.05,45.93,26.82,44.82,52.41,63.61,8.04
12:00:00 04-12-2023,2,674.25,4.08,31.53,50.78,34.33,23.27,29.43,5.83
13:00:00 04-12-2023,2,634.19,4.08,29.82,70.1,36.72,22.02,27.51,5.7
14:00:00 04-12-2023,3,847.82,6.54,50.72,72.96,60.56,34.24,41.53,8.74
15:00:00 04-12-2023,4,1401.9,12.18,104.19,43.99,109.67,64.78,75.92,14.57
16:00:00 04-12-2023,5,1789.09,17.88,128.87,17.34,121.12,87.73,101.67,15.58
17:00:00 04-12-2023,5,1815.8,21.9,98.71,4.56,84.88,76.1,91.76,13.17
18:00:00 04-12-2023,4,1842.5,28.16,69.23,0.06,64.85,59.92,77.43,12.67
19:00:00 04-12-2023,4,1815.8,32.19,56.21,0.0,60.56,55.67,76.0,13.43
20:00:00 04-12-2023,4,1922.61,32.63,49.35,0.0,57.22,61.25,85.89,14.44
21:00:00 04-12-2023,4,2056.12,32.63,44.55,0.0,52.93,71.27,100.54,15.45
22:00:00 04-12-2023,5,2109.53,33.53,40.1,0.0,50.54,79.33,111.99,16.21
23:00:00 04-12-2023,5,2109.53,34.87,36.33,0.0,47.21,80.43,113.98,15.58
00:00:00 05-12-2023,4,1976.01,34.87,34.96,0.0,42.92,72.3,104.38,13.05
